"data.key.column","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","source","target","weight"
"55968",,"interacts with","SFn (interacts with) MGC","false","interacts with","SFn (interacts with) MGC","SFn","MGC","0.8742654"
"55965",,"interacts with","SFn (interacts with) TnS","false","interacts with","SFn (interacts with) TnS","SFn","TnS","0.8408984"
"55962",,"interacts with","LSN (interacts with) SON","false","interacts with","LSN (interacts with) SON","LSN","SON","0.8388804"
"55959",,"interacts with","LSN (interacts with) BNST","false","interacts with","LSN (interacts with) BNST","LSN","BNST","0.7608022"
"55956",,"interacts with","LSN (interacts with) SFn","false","interacts with","LSN (interacts with) SFn","LSN","SFn","0.8088061"
"55953",,"interacts with","MAn (interacts with) SON","false","interacts with","MAn (interacts with) SON","MAn","SON","0.897399"
"55950",,"interacts with","IAn (interacts with) PSTN","false","interacts with","IAn (interacts with) PSTN","IAn","PSTN","0.8259851"
"55947",,"interacts with","CA (interacts with) LHA","false","interacts with","CA (interacts with) LHA","CA","LHA","0.7857334"
"55944",,"interacts with","CA (interacts with) NACC.SHELL","false","interacts with","CA (interacts with) NACC.SHELL","CA","NACC.SHELL","0.8522406"
"55941",,"interacts with","aAA (interacts with) SubInn","false","interacts with","aAA (interacts with) SubInn","aAA","SubInn","0.8596089"
"55938",,"interacts with","CCA (interacts with) PCT","false","interacts with","CCA (interacts with) PCT","CCA","PCT","0.8885446"
"55935",,"interacts with","BMe (interacts with) NACC.SHELL","false","interacts with","BMe (interacts with) NACC.SHELL","BMe","NACC.SHELL","0.7325196"
"55932",,"interacts with","BMe (interacts with) CA","false","interacts with","BMe (interacts with) CA","BMe","CA","0.9376044"
"55929",,"interacts with","BLA (interacts with) PSN","false","interacts with","BLA (interacts with) PSN","BLA","PSN","0.8647122"
"55926",,"interacts with","LAn (interacts with) MAn","false","interacts with","LAn (interacts with) MAn","LAn","MAn","0.8573531"
"55923",,"interacts with","vEPn (interacts with) BLA","false","interacts with","vEPn (interacts with) BLA","vEPn","BLA","0.8905603"
"55920",,"interacts with","dEPn (interacts with) DLS","false","interacts with","dEPn (interacts with) DLS","dEPn","DLS","0.7738536"
"55917",,"interacts with","dEPn (interacts with) BLA","false","interacts with","dEPn (interacts with) BLA","dEPn","BLA","0.8655219"
"55914",,"interacts with","dEPn (interacts with) vEPn","false","interacts with","dEPn (interacts with) vEPn","dEPn","vEPn","0.9579751"
"55911",,"interacts with","Clst (interacts with) FStr","false","interacts with","Clst (interacts with) FStr","Clst","FStr","0.9084143"
"55908",,"interacts with","Clst (interacts with) NACC.SHELL","false","interacts with","Clst (interacts with) NACC.SHELL","Clst","NACC.SHELL","0.8265063"
"55905",,"interacts with","Clst (interacts with) vEPn","false","interacts with","Clst (interacts with) vEPn","Clst","vEPn","0.8591478"
"55902",,"interacts with","Clst (interacts with) dEPn","false","interacts with","Clst (interacts with) dEPn","Clst","dEPn","0.8834676"
"55899",,"interacts with","Sub (interacts with) PCT","false","interacts with","Sub (interacts with) PCT","Sub","PCT","0.8367186"
"55896",,"interacts with","proSub (interacts with) LHA","false","interacts with","proSub (interacts with) LHA","proSub","LHA","0.8873613"
"55893",,"interacts with","proSub (interacts with) NACC.SHELL","false","interacts with","proSub (interacts with) NACC.SHELL","proSub","NACC.SHELL","0.8823323"
"55890",,"interacts with","proSub (interacts with) Sub","false","interacts with","proSub (interacts with) Sub","proSub","Sub","0.8420806"
"55887",,"interacts with","DG (interacts with) PAG","false","interacts with","DG (interacts with) PAG","DG","PAG","0.8248699"
"55884",,"interacts with","DG (interacts with) PT","false","interacts with","DG (interacts with) PT","DG","PT","0.8976498"
"55881",,"interacts with","DG (interacts with) TnS","false","interacts with","DG (interacts with) TnS","DG","TnS","0.833046"
"55878",,"interacts with","DG (interacts with) NACC.CORE","false","interacts with","DG (interacts with) NACC.CORE","DG","NACC.CORE","0.8478346"
"55875",,"interacts with","CA3 (interacts with) PAG","false","interacts with","CA3 (interacts with) PAG","CA3","PAG","0.78037"
"55872",,"interacts with","CA3 (interacts with) FF","false","interacts with","CA3 (interacts with) FF","CA3","FF","0.9149786"
"55869",,"interacts with","CA3 (interacts with) AVT","false","interacts with","CA3 (interacts with) AVT","CA3","AVT","0.8746763"
"55866",,"interacts with","CA3 (interacts with) PlnT","false","interacts with","CA3 (interacts with) PlnT","CA3","PlnT","0.8151369"
"55863",,"interacts with","CA3 (interacts with) MGC","false","interacts with","CA3 (interacts with) MGC","CA3","MGC","0.7479002"
"55860",,"interacts with","CA1 (interacts with) PHn","false","interacts with","CA1 (interacts with) PHn","CA1","PHn","0.8794141"
"55857",,"interacts with","CA1 (interacts with) vlLGC","false","interacts with","CA1 (interacts with) vlLGC","CA1","vlLGC","0.7774488"
"55854",,"interacts with","CA1 (interacts with) IGLLGC","false","interacts with","CA1 (interacts with) IGLLGC","CA1","IGLLGC","0.7900404"
"55851",,"interacts with","IG (interacts with) SFn","false","interacts with","IG (interacts with) SFn","IG","SFn","0.8025858"
"55848",,"interacts with","FC (interacts with) FF","false","interacts with","FC (interacts with) FF","FC","FF","0.9087118"
"55845",,"interacts with","FC (interacts with) VPLT","false","interacts with","FC (interacts with) VPLT","FC","VPLT","0.9159708"
"55842",,"interacts with","PAA (interacts with) AMn","false","interacts with","PAA (interacts with) AMn","PAA","AMn","0.8269308"
"55839",,"interacts with","PAA (interacts with) Gpi","false","interacts with","PAA (interacts with) Gpi","PAA","Gpi","0.7955086"
"55836",,"interacts with","PAA (interacts with) LAn","false","interacts with","PAA (interacts with) LAn","PAA","LAn","0.8544328"
"55833",,"interacts with","PC (interacts with) CA","false","interacts with","PC (interacts with) CA","PC","CA","0.7651403"
"55830",,"interacts with","PC (interacts with) BMe","false","interacts with","PC (interacts with) BMe","PC","BMe","0.7511541"
"55827",,"interacts with","PC (interacts with) BLA","false","interacts with","PC (interacts with) BLA","PC","BLA","0.7727407"
"55824",,"interacts with","PC (interacts with) dEPn","false","interacts with","PC (interacts with) dEPn","PC","dEPn","0.7865445"
"55821",,"interacts with","PC (interacts with) Clst","false","interacts with","PC (interacts with) Clst","PC","Clst","0.7970228"
"55818",,"interacts with","DPA (interacts with) PSN","false","interacts with","DPA (interacts with) PSN","DPA","PSN","0.8361555"
"55815",,"interacts with","DPA (interacts with) BLA","false","interacts with","DPA (interacts with) BLA","DPA","BLA","0.8331364"
"55812",,"interacts with","DPA (interacts with) vEPn","false","interacts with","DPA (interacts with) vEPn","DPA","vEPn","0.9395265"
"55809",,"interacts with","DPA (interacts with) dEPn","false","interacts with","DPA (interacts with) dEPn","DPA","dEPn","0.8522297"
"55806",,"interacts with","DPA (interacts with) Clst","false","interacts with","DPA (interacts with) Clst","DPA","Clst","0.8795229"
"55803",,"interacts with","TT (interacts with) SMN","false","interacts with","TT (interacts with) SMN","TT","SMN","0.8749119"
"55800",,"interacts with","TT (interacts with) MePO","false","interacts with","TT (interacts with) MePO","TT","MePO","0.7521355"
"55797",,"interacts with","TT (interacts with) Clst","false","interacts with","TT (interacts with) Clst","TT","Clst","0.7877474"
"55794",,"interacts with","aOn (interacts with) NACC.SHELL","false","interacts with","aOn (interacts with) NACC.SHELL","aOn","NACC.SHELL","0.9166408"
"55791",,"interacts with","aOn (interacts with) Clst","false","interacts with","aOn (interacts with) Clst","aOn","Clst","0.8543206"
"55788",,"interacts with","VA (interacts with) DLS","false","interacts with","VA (interacts with) DLS","VA","DLS","0.8208701"
"55785",,"interacts with","Ech (interacts with) AVPO","false","interacts with","Ech (interacts with) AVPO","Ech","AVPO","0.9596827"
"55782",,"interacts with","Ech (interacts with) MSn","false","interacts with","Ech (interacts with) MSn","Ech","MSn","0.8192921"
"55779",,"interacts with","lpEC (interacts with) NACC.SHELL","false","interacts with","lpEC (interacts with) NACC.SHELL","lpEC","NACC.SHELL","0.8710673"
"55776",,"interacts with","lpEC (interacts with) aAA","false","interacts with","lpEC (interacts with) aAA","lpEC","aAA","0.8693351"
"55773",,"interacts with","lpEC (interacts with) Clst","false","interacts with","lpEC (interacts with) Clst","lpEC","Clst","0.8178104"
"55770",,"interacts with","lpEC (interacts with) aOn","false","interacts with","lpEC (interacts with) aOn","lpEC","aOn","0.9082212"
"55767",,"interacts with","Prh (interacts with) VPMT","false","interacts with","Prh (interacts with) VPMT","Prh","VPMT","0.7476543"
"55764",,"interacts with","Prh (interacts with) Gpe","false","interacts with","Prh (interacts with) Gpe","Prh","Gpe","0.7331618"
"55761",,"interacts with","TeAA (interacts with) DLS","false","interacts with","TeAA (interacts with) DLS","TeAA","DLS","0.7295517"
"55758",,"interacts with","ViA (interacts with) LHb","false","interacts with","ViA (interacts with) LHb","ViA","LHb","0.8176543"
"55755",,"interacts with","ViA (interacts with) CLT","false","interacts with","ViA (interacts with) CLT","ViA","CLT","0.8872611"
"55752",,"interacts with","ViA (interacts with) SMT","false","interacts with","ViA (interacts with) SMT","ViA","SMT","0.849355"
"55749",,"interacts with","AA (interacts with) LHb","false","interacts with","AA (interacts with) LHb","AA","LHb","0.9012953"
"55746",,"interacts with","AA (interacts with) CLT","false","interacts with","AA (interacts with) CLT","AA","CLT","0.8509232"
"55743",,"interacts with","AA (interacts with) Rh","false","interacts with","AA (interacts with) Rh","AA","Rh","0.8538623"
"55740",,"interacts with","AA (interacts with) SMT","false","interacts with","AA (interacts with) SMT","AA","SMT","0.9020636"
"55737",,"interacts with","RS (interacts with) STN","false","interacts with","RS (interacts with) STN","RS","STN","0.9071524"
"55734",,"interacts with","GA (interacts with) VMHn","false","interacts with","GA (interacts with) VMHn","GA","VMHn","0.809049"
"55731",,"interacts with","GA (interacts with) LSN","false","interacts with","GA (interacts with) LSN","GA","LSN","0.8187968"
"55728",,"interacts with","GA (interacts with) MAn","false","interacts with","GA (interacts with) MAn","GA","MAn","0.8599645"
"55725",,"interacts with","GA (interacts with) VA","false","interacts with","GA (interacts with) VA","GA","VA","0.8601885"
"55722",,"interacts with","SS (interacts with) VA","false","interacts with","SS (interacts with) VA","SS","VA","0.8646716"
"55719",,"interacts with","S1 (interacts with) SS","false","interacts with","S1 (interacts with) SS","S1","SS","0.7644198"
"55716",,"interacts with","M1 (interacts with) DLS","false","interacts with","M1 (interacts with) DLS","M1","DLS","0.7907443"
"55713",,"interacts with","M1 (interacts with) VA","false","interacts with","M1 (interacts with) VA","M1","VA","0.8795041"
"55710",,"interacts with","M1 (interacts with) GA","false","interacts with","M1 (interacts with) GA","M1","GA","0.8383118"
"55707",,"interacts with","M1 (interacts with) SS","false","interacts with","M1 (interacts with) SS","M1","SS","0.8424171"
