"data.key.column","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","source","target","weight"
"8314",,"interacts with","FC (interacts with) dLGC","false","interacts with","FC (interacts with) dLGC","FC","dLGC","-0.7923583"
"8317",,"interacts with","FC (interacts with) IMDT","false","interacts with","FC (interacts with) IMDT","FC","IMDT","0.8347437"
"8320",,"interacts with","FC (interacts with) IGLLGC","false","interacts with","FC (interacts with) IGLLGC","FC","IGLLGC","-0.8807352"
"8323",,"interacts with","FC (interacts with) PVH","false","interacts with","FC (interacts with) PVH","FC","PVH","-0.7709646"
"8326",,"interacts with","FC (interacts with) STN","false","interacts with","FC (interacts with) STN","FC","STN","0.8099226"
"8329",,"interacts with","FC (interacts with) PAG","false","interacts with","FC (interacts with) PAG","FC","PAG","-0.8000854"
"8332",,"interacts with","FC (interacts with) PreCN","false","interacts with","FC (interacts with) PreCN","FC","PreCN","-0.9368536"
"8335",,"interacts with","IG (interacts with) NACC.SHELL","false","interacts with","IG (interacts with) NACC.SHELL","IG","NACC.SHELL","0.7362765"
"8338",,"interacts with","IG (interacts with) IMDT","false","interacts with","IG (interacts with) IMDT","IG","IMDT","-0.7920782"
"8341",,"interacts with","IG (interacts with) PVH","false","interacts with","IG (interacts with) PVH","IG","PVH","0.9370999"
"8344",,"interacts with","IG (interacts with) AVPO","false","interacts with","IG (interacts with) AVPO","IG","AVPO","-0.8219205"
"8347",,"interacts with","IG (interacts with) STN","false","interacts with","IG (interacts with) STN","IG","STN","-0.8270649"
"8350",,"interacts with","IG (interacts with) ZI","false","interacts with","IG (interacts with) ZI","IG","ZI","0.7383656"
"8353",,"interacts with","IG (interacts with) PAG","false","interacts with","IG (interacts with) PAG","IG","PAG","0.8091956"
"8356",,"interacts with","CA1 (interacts with) Clst","false","interacts with","CA1 (interacts with) Clst","CA1","Clst","0.8228419"
"8359",,"interacts with","CA1 (interacts with) BLA","false","interacts with","CA1 (interacts with) BLA","CA1","BLA","0.7629759"
